Title,Release year,Genre,Runtime(min),Rating,Votes
Nagisa no Shindobaddo,1995,"Drama, Romance",129,7.4,1525
Tokyo Fist,1995,"Action, Drama, Horror",87,7.0,3904
Bombay,1995,"Drama, Romance",141,8.1,13468
Badkonake sefid,1995,"Drama, Family",85,7.6,8110
Vaistai,1995,"Adventure, Drama",97,7.7,10494
Murder in the First,1995,"Drama, Thriller",122,7.3,30124
Keistos dienos,1995,"Crime, Drama, Sci-Fi",145,7.2,77019
Gerumo stebuklas,2017,"Drama, Family",113,7.9,174929
Maiklas Kolinsas,1996,"Biography, Drama, Thriller",133,7.1,33261
Un héros très discret,1996,"Comedy, Drama",107,7.2,3225
Anglas ligonis,1996,"Drama, Romance, War",162,7.4,197711
Ridicule,1996,"Comedy, Drama, History",102,7.3,8084
Voci nel tempo,1996,Drama,86,8.0,361
Nun va Goldoon,1996,"Comedy, Drama",78,7.8,4299
Paslaptys ir melagystės,1996,"Comedy, Drama",136,8.0,46386
Tian mi mi,1996,"Drama, Romance",118,8.1,7283
Paradise Lost: The Child Murders at Robin Hood Hills,1996,"Documentary, Crime",150,8.2,17820
Skustuvo ašmenys,1996,Drama,135,8.0,97651
Kolja,1996,"Comedy, Drama, Music",105,7.7,16067
La promesse,1996,Drama,90,7.7,8446
Tabutta Rövasata,1996,Drama,75,7.7,10822
Spindesys,1996,"Biography, Drama, Music",105,7.6,56116
Shall we dansu?,1996,"Comedy, Drama, Music",136,7.7,11537
Mikropasaulis,1996,Documentary,80,7.9,11564
(Haru),1996,"Drama, Romance",118,7.6,496
The Watermelon Woman,1996,"Comedy, Drama, Romance",90,7.1,3313
Nobody's Business,1996,"Documentary, Biography",60,8.0,912
When We Were Kings,1996,"Documentary, Sport",88,8.0,18848
"Nan guo zai jian, nan guo",1996,"Crime, Drama",124,7.2,1890
Svarbiausias vakaras,1996,"Drama, Romance",109,7.3,22392
Waiting for Guffman,1996,Comedy,84,7.4,30371
Kizzu ritân,1996,"Crime, Drama, Sport",107,7.4,6651
Ponette,1996,Drama,97,7.5,4714
Irma Vep,1996,"Comedy, Drama",99,7.0,9406
Nuostabus dalykas,1996,"Comedy, Drama, Romance",90,7.6,25467
Tezė,1996,"Crime, Horror, Mystery",125,7.4,41636
Spiklenci slasti,1996,"Comedy, Drama",85,7.3,3634
Lilies - Les feluettes,1996,"Crime, Drama, Fantasy",95,7.4,2824
Amsterdam Global Village,1996,Documentary,245,7.5,153
Narvelis,1996,Comedy,117,7.2,97925
Musu nedaug,1996,Drama,105,7.2,657
Vieniša žvaigždė,1996,"Drama, Mystery, Western",135,7.4,31311
The Daytrippers,1996,"Comedy, Drama",87,7.0,6762
Nemuru otoko,1996,Drama,103,7.1,271
Hard Core Logo,1996,"Comedy, Drama, Music",92,7.2,2796
Profundo carmesí,1996,"Crime, Drama, Romance",115,7.2,2043
Y'aura t'il de la neige à Noël?,1996,Drama,90,7.0,882
Medžiu paunksmeje,1996,"Comedy, Drama",95,7.1,17254
Tierra,1996,"Drama, Fantasy, Romance",125,7.3,4011
Bandwagon,1996,"Comedy, Music",103,7.1,671
Visuomenė prieš Larį Flintą,1996,"Biography, Drama",130,7.3,99505
Tuščias reikalas,1996,"Comedy, Drama, Music",108,7.2,20731
Hype!,1996,"Documentary, History, Music",84,7.6,2851
Un air de famille,1996,"Comedy, Drama",110,7.4,5448
Pusher,1996,"Crime, Thriller",110,7.3,43560
Capitaine Conan,1996,"Drama, War",129,7.2,2405
Le huitième jour,1996,"Comedy, Drama",118,7.5,9983
Asphalt Tango,1996,Comedy,100,8.0,1843
Suwarôteiru,1996,"Crime, Drama",148,7.5,4321
Blue Eyed,1996,Documentary,90,8.2,467
Avarija,1996,Drama,100,6.4,65129
Dangaus vaikai,1997,"Drama, Family, Sport",89,8.2,79120
Cure,1997,"Crime, Horror, Mystery",111,7.5,21191
Masumiyet,1997,Drama,110,8.1,19170
Gerasis Vilas Hantingas,1997,"Drama, Romance",126,8.3,1034189
Hana-bi,1997,"Crime, Drama, Romance",103,7.7,32560
Heung Gong jai jo,1997,"Comedy, Crime, Drama",109,7.5,2917
Los Andželas slaptai,1997,"Crime, Drama, Mystery",138,8.2,606677
Ayneh,1997,Drama,95,7.5,3069
4 Little Girls,1997,"Documentary, History",102,7.8,3515
Eye of God,1997,"Crime, Drama",84,7.3,1257
Uomini contro,1970,"Drama, War",101,7.6,1879
Career Girls,1997,"Comedy, Drama",83,7.1,6180
Affliction,1997,"Drama, Mystery, Thriller",114,6.9,18625
Lawn Dogs,1997,Drama,101,7.4,8454
TwentyFourSeven,1997,"Comedy, Drama, Romance",96,7.0,2712
In the Company of Men,1997,"Comedy, Drama",97,7.1,14150
"Kaip bus, taip gerai",1997,"Comedy, Drama, Romance",139,7.7,313886
Insomnia,1997,"Crime, Mystery, Thriller",96,7.2,15157
Apaštalas,1997,Drama,134,7.2,14739
Trys istorijos,1997,"Comedy, Crime",105,7.2,814
La vie de Jésus,1997,"Drama, Romance",96,7.0,3450
Licensed to Kill,1997,Documentary,76,7.0,233
Charakteris,1997,"Crime, Drama, Mystery",122,7.7,11214
Waco: The Rules of Engagement,1997,"Documentary, History",136,7.9,3699
Žudikas iš Gros Pointo,1997,"Action, Comedy, Crime",107,7.3,98480
Agir Roman,1997,"Crime, Drama, Romance",120,7.6,11700
You hua hao hao shuo,1997,Comedy,90,7.2,2171
Vagis,1997,"Crime, Drama",96,7.6,5541
Pura Handa Kaluwara,1997,"Drama, War",74,7.8,374
Viagem ao Princípio do Mundo,1997,"Biography, Drama",95,6.9,812
"O Que é Isso, Companheiro?",1997,"Action, Drama, History",110,7.4,5282
Nil by Mouth,1997,Drama,128,7.3,10021
Gallivant,1996,Documentary,100,6.9,261
"Sick: The Life & Death of Bob Flanagan, Supermasochist",1997,Documentary,90,7.5,1705
Upė,1997,"Drama, Romance",115,7.2,3256
Tren de sombras,1997,Drama,88,7.3,623
Moe no Suzaku,1997,Drama,95,7.4,1448
Šviesus rytojus,1997,Drama,112,7.5,36422
Gadjo dilo,1997,"Comedy, Drama, Music",102,7.6,8248
Evos upoksniai,1997,Drama,108,7.2,11277
The Castle,1997,"Comedy, Drama",85,7.6,17180
Regeneration,1997,"Biography, Drama, History",114,7.0,2484
Historie milosne,1997,"Romance, Comedy",87,7.0,556
Gridlock'd,1997,"Comedy, Crime, Drama",91,6.9,16416
Ulee's Gold,1997,Drama,113,7.0,7502
Winterschläfer,1997,"Drama, Romance, Thriller",122,7.2,4622
Kise-ye Berenj,1996,"Drama, Family",80,7.2,310
Striptizo ereliai,1997,"Comedy, Drama",91,7.2,112588
Beldžiant į dangaus vartus,1997,"Action, Crime, Comedy",87,7.8,33001
Tre uomini e una gamba,1997,Comedy,100,7.7,9951
Men with Guns,1997,"Adventure, Drama",127,7.6,2863
Mėsinės berniukas,1997,"Comedy, Drama",110,7.1,11352
Rang-e khoda,1999,"Drama, Family",90,8.1,18000
La petite vendeuse de soleil,1999,"Drama, Family",45,7.3,836
Kikudžiras,1999,"Drama, Comedy",122,7.7,21815
Rosetta,1999,Drama,95,7.4,15316
La ley de Herodes,1999,"Comedy, Crime, Drama",123,7.8,6877
A Room for Romeo Brass,1999,"Comedy, Drama",90,7.6,6121
Nė vienu mažiau,1999,Drama,106,7.7,9235
Topsy-Turvy,1999,"Biography, Comedy, Drama",160,7.3,13322
Peržiūra,1999,"Drama, Horror, Mystery",115,7.1,87532
Cheung foh,1999,Action,84,7.5,6010
Velniop tą darbą,1999,Comedy,89,7.6,282613
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999,"Documentary, Biography",91,7.5,5732
Sam dung,1999,"Drama, Romance",115,7.1,734
Mergina ant tilto,1999,"Comedy, Drama, Romance",90,7.5,14251
Kelias namo,1999,"Drama, Romance",89,7.8,13782
Sicilia!,1999,Drama,66,6.8,1247
Gegužes debesys,1999,"Comedy, Drama",130,7.3,6598
Žmogus mėnulyje,1999,"Biography, Comedy, Drama",118,7.4,135870
I earini synaxis ton agrofylakon,1999,"Adventure, Comedy, Drama",178,7.5,522
Spring Forward,1999,Drama,110,7.5,1495
Skola,1999,"Drama, Crime, Thriller",106,7.8,3892
Solas,1999,Drama,101,7.5,3847
Ame agaru,1999,Drama,91,7.7,4396
Garage Olimpo,1999,Drama,98,7.3,2831
Tuvalu,1999,"Comedy, Drama, Romance",101,7.3,2782
Bėgti nuo mirties,1999,"Drama, Thriller",121,6.8,74923
Am zin,1999,"Action, Crime, Drama",93,7.3,6439
L'humanité,1999,"Drama, Mystery",141,6.8,5011
Xi zao,1999,"Comedy, Drama",92,7.5,4196
Wonderland,1999,Drama,108,7.1,4193
Les enfants du marais,1999,"Comedy, Drama",115,7.4,3106
Crazy,1999,"Documentary, War",97,7.6,118
Limbo,1999,"Adventure, Drama, Thriller",126,7.0,6271
Návrat idiota,1999,"Romance, Comedy, Drama",99,7.2,1075
Uraganas,1999,"Biography, Drama, Sport",146,7.6,101244
Human Traffic,1999,"Comedy, Music",99,7.1,26634
Varyk!,1999,"Comedy, Crime",102,7.2,74083
Šeši-devyni,1999,"Comedy, Crime, Thriller",118,7.2,2368
Trys karaliai,1999,"Action, Adventure, Comedy",114,7.1,178646
Regret to Inform,1998,"Documentary, War",72,7.3,347
The Winslow Boy,1999,"Drama, Romance",104,7.3,9372
Twin Falls Idaho,1999,Drama,111,7.1,5218
Felicia's Journey,1999,"Drama, Thriller",116,7.0,8308
Balsai iš anapus,1999,"Horror, Mystery, Thriller",99,6.9,86130
Paskutinė Mifunės daina,1999,"Romance, Comedy, Drama",98,7.1,7998
La lengua de las mariposas,1999,"Drama, War",96,7.6,9577
Bang Boom Bang - Ein todsicheres Ding,1999,"Action, Comedy, Crime",110,7.5,10698
Mansfield Park,1999,"Comedy, Drama, Romance",112,7.0,25400
Himalaya - l'enfance d'un chef,1999,Drama,108,7.4,5635
Vaastav: The Reality,1999,"Action, Crime, Drama",145,8.0,14560
One Piece!,1999,Comedy,75,8.5,535
Pelísky,1999,"Comedy, Drama",115,8.1,5938
Na shan na ren na gou,1999,Drama,93,7.8,1741
Rytai-Vakarai,1999,"Adventure, Drama, History",121,7.4,5087
Ça commence aujourd'hui,1999,Drama,117,7.4,2862
Absolute Giganten,1999,"Comedy, Drama",80,7.6,4815
Goat on Fire and Smiling Fish,1999,"Comedy, Romance",90,7.4,2734
Šventė,1998,Drama,105,8.0,92230
Wandafuru raifu,1998,"Drama, Fantasy",119,7.6,13354
Satya,1998,"Action, Crime, Drama",170,8.3,16339
The Boys,1998,"Crime, Drama",86,6.9,1664
West Beyrouth (À l'abri les enfants),1998,"Comedy, Drama, Romance",105,7.6,4799
Skylė,1998,"Drama, Fantasy, Musical",95,7.5,4328
The Cruise,1998,Documentary,76,7.6,1910
Laimė,1998,"Comedy, Drama",134,7.7,73486
Bufalas 66,1998,"Comedy, Drama, Romance",110,7.4,58608
Hai shang hua,1998,Drama,113,7.3,3957
Palwolui Keuriseumaseu,1998,"Drama, Romance",97,7.6,3858
Bullet Ballet,1998,"Crime, Drama, Thriller",87,6.9,3030
Los amantes del Círculo Polar,1998,"Drama, Mystery, Romance",112,7.6,20072
Gemide,1998,"Crime, Drama",102,7.9,15681
Paskutines disko stiliaus dienos,1998,"Comedy, Drama, Music",113,6.7,14184
Inquietude,1998,Drama,110,7.0,392
Paprastas planas,1998,"Crime, Drama, Thriller",121,7.5,74871
Pakraštys,1998,Drama,95,7.8,841
Sib,1998,Drama,86,7.2,2680
Auksinė praraja,1998,"Drama, Music",118,6.9,37778
Aprile,1998,"Biography, Comedy",78,6.9,3517
Totò che visse due volte,1998,"Comedy, Drama",93,6.9,570
La vie rêvée des anges,1998,Drama,113,7.4,7719
"Pizza, birra, faso",1998,"Crime, Drama",92,7.0,2800
Mylėk mane,1998,"Comedy, Drama, Romance",89,7.5,54806
Kvailiu vakariene,1998,Comedy,80,7.6,43705
Dil Se..,1998,"Drama, Romance",144,7.5,30653
La Ciudad (The City),1998,Drama,88,7.3,375
El milagro de P. Tinto,1998,"Comedy, Fantasy",106,7.1,4263
Dieu seul me voit,1998,"Comedy, Romance",120,6.9,623
Tian yu,1998,Drama,99,7.4,3638
Chitra Nodir Pare,1999,Romance,110,7.9,221
Orphans,1998,"Comedy, Drama",101,7.0,1782
State of Dogs,1998,Documentary,91,7.4,160
Raudonas smuikas,1998,"Drama, Music, Mystery",130,7.6,34210
Waking Ned,1998,Comedy,91,7.3,27686
Dievai ir monstrai,1998,"Biography, Drama",105,7.3,32478
Last Night,1998,"Comedy, Drama, Romance",95,7.1,10058
Skambutis,1998,"Horror, Mystery",96,7.2,76002
Get Real,1998,"Comedy, Drama, Romance",108,7.5,14567
Kurz und schmerzlos,1998,"Crime, Drama, Thriller",99,7.2,5250
Slam,1998,Drama,100,7.0,2417
Paskutine riba,1998,"Biography, Drama, Sport",117,7.2,7464
Hilari ir Džeki,1998,"Biography, Drama, Music",121,7.3,10649
Left Luggage,1998,Drama,100,7.3,2982
The Interview,1998,"Thriller, Crime, Drama",104,7.1,8699
Derakhte Golabi,1998,"Drama, Romance",95,7.5,1610
Train de vie,1998,"Comedy, Drama, War",103,7.6,9522
My Name Is Joe,1998,"Drama, Romance",105,7.4,8800
Smoke Signals,1998,"Comedy, Drama",89,7.2,12423
Jinnah,1998,"Biography, Drama, War",110,7.8,3080
Kurčiųjų šalis,1998,"Comedy, Crime, Drama",105,7.4,1520
Ketvirtadienis,1998,"Action, Comedy, Crime",87,7.1,19745
Dying at Grace,2003,Documentary,148,8.2,425
Kontroll,2003,"Comedy, Crime, Drama",111,7.6,26759
Rush to War,2004,"Documentary, War",61,7.4,108
Be with Me,2005,"Drama, Romance",93,7.0,1756
Brand Upon the Brain! A Remembrance in 12 Chapters,2006,"Comedy, Drama, Fantasy",95,7.3,3669
Englar alheimsins,2000,"Biography, Drama",100,7.4,3031
Paragraph 175,2000,"Documentary, History, Romance",81,7.7,2135
Chlopaki nie placza,2000,"Comedy, Crime",90,7.6,7028
Turime vieni kitiems padėti,2000,"Comedy, Drama, War",120,7.6,5339
Black Tar Heroin: The Dark End of the Street,2000,"Documentary, Biography",75,7.9,1067
The Testaments: Of One Fold and One Shepherd,2000,Drama,67,7.8,885
Demobilizacija,2000,Comedy,90,7.4,3089
Samotári,2000,Comedy,103,7.5,3196
Tully,2000,Drama,102,7.3,1984
La veuve de Saint-Pierre,2000,"Drama, History, Romance",112,7.2,5698
"Harry, un ami qui vous veut du bien",2000,"Comedy, Drama, Mystery",117,7.1,11849
Trolösa,2000,"Drama, Romance",154,7.4,3693
Yurîka,2000,Drama,217,7.7,4276
Zamani barayé masti asbha,2000,"Drama, War",80,7.7,8731
El Nazer,2000,Comedy,120,8.0,4014
Im Juli,2000,"Adventure, Comedy, Romance",99,7.6,22688
La ville est tranquille,2000,Drama,133,7.2,1275
Dayereh,2000,Drama,90,7.4,6596
Into the Arms of Strangers: Stories of the Kindertransport,2000,"Documentary, History, War",122,7.7,1916
"Ali Zaoua, prince de la rue",2000,"Drama, Crime",99,7.3,2898
Prisiminkite Titanus,2000,"Biography, Drama, Sport",113,7.8,228228
Pismo do Amerika,2000,Drama,90,7.6,770
Everything for a Reason,2000,"Comedy, Romance",89,7.9,1549
Ftina tsigara,2000,"Comedy, Romance",85,7.4,3844
Agelastos petra,2000,Documentary,87,8.6,521
Bicho de Sete Cabeças,2000,Drama,74,7.7,6212
Le placard,2001,Comedy,84,7.0,18186
Der Tunnel,2001,"Drama, History, Thriller",150,7.7,6370
Moszkva tér,2001,"Comedy, Drama, Romance",88,7.8,3705
Vizontele,2001,"Comedy, Drama",110,8.0,38331
Waiting for Godot,2001,Drama,120,7.6,1592
Priešas už vartu,2001,"Action, Drama, War",131,7.5,274122
Sagkoshi,2001,"Drama, Mystery, Thriller",135,7.7,2906
La stanza del figlio,2001,Drama,99,7.3,21215
Elling,2001,"Comedy, Drama",89,7.5,15652
Velnio stuburas,2001,"Drama, Horror, Thriller",106,7.4,70163
Life and Debt,2001,Documentary,80,7.4,1025
Failan,2001,"Drama, Romance",115,7.5,6160
44-ųjų rugpjūtį,2001,"Action, Mystery, Drama",109,7.4,1792
Seserys,2001,"Crime, Drama",83,7.0,3973
Lavoura Arcaica,2001,Drama,163,7.6,1975
Išbandymų diena,2001,"Crime, Drama, Thriller",122,7.7,463198
L'emploi du temps,2001,Drama,134,7.3,4943
Brève traversée,2001,"Comedy, Drama, Romance",84,6.8,1918
Namo istorija,2001,Drama,125,7.5,45279
Ant mano lupu,2001,"Crime, Drama, Romance",115,7.3,16323
Un coupable idéal,2001,"Documentary, Crime",111,8.0,4469
Ayurveda: Art of Being,2001,Documentary,101,7.5,461
Familie,2001,Drama,91,7.6,435
Babí léto,2001,"Comedy, Drama, Family",100,7.4,1834
Planeta K-PAX,2001,"Drama, Mystery, Sci-Fi",120,7.4,191203
Yazgi,2001,Drama,119,7.5,6654
Silpnybė,2001,"Crime, Drama, Thriller",100,7.2,89374
Kažkur Afrikoje,2001,"Biography, Drama, History",141,7.5,13822
Grafas Montekristas,2002,"Action, Adventure, Drama",131,7.7,146297
How to Draw a Bunny,2002,Documentary,90,7.4,609
Stone Reader,2002,"Documentary, Drama",127,7.7,567
Triušiu aptvaras,2002,"Adventure, Biography, Drama",94,7.4,29969
Patul lui Procust,2002,"Drama, Romance",118,7.5,357
The Tracker,2002,"Drama, Western",90,7.3,3253
Spellbound,2002,"Documentary, Comedy, Thriller",97,7.6,12413
"Myli, nemyli",2002,"Romance, Thriller",92,7.1,19424
Jibeuro,2002,Drama,80,7.7,5820
60-asis greitkelis,2002,"Adventure, Comedy, Drama",116,7.6,35927
Company,2002,"Action, Crime, Drama",142,8.0,16014
Bowling for Columbine,2002,"Documentary, Crime, Drama",120,8.0,147794
Raising Victor Vargas,2002,"Drama, Romance",88,7.2,5667
Xiao cai feng,2002,"Biography, Drama, Romance",110,7.2,4559
All or Nothing,2002,Drama,128,7.5,11345
Sweet Sixteen,2002,"Crime, Drama",106,7.4,15654
Apie Šmitą,2002,Drama,125,7.2,132227
Gomgashtei dar Aragh,2002,"Drama, War",100,7.4,1600
Bang Bang You're Dead,2002,"Crime, Drama, Thriller",93,7.7,13070
Magdalietės,2002,Drama,114,7.7,28183
Dom durakov,2002,"Drama, Music, Romance",104,7.0,2880
L'homme du train,2002,"Crime, Drama, Thriller",90,7.1,7477
Purvini gražus dalykai,2002,"Crime, Drama, Thriller",97,7.3,43801
8 mylia,2002,"Drama, Music",110,7.2,313646
Cavale,2002,"Thriller, Crime, Drama",111,6.9,1236
Pirmadieniai saulekaitoje,2002,"Comedy, Drama",113,7.5,15195
Historias mínimas,2002,"Comedy, Drama",92,7.4,5344
Skambutis,2002,"Horror, Mystery",115,7.1,369200
Kamchatka,2002,Drama,106,7.1,3658
Knafayim Shvurot,2002,Drama,87,7.4,2484
Samurajaus likimas,2002,"Drama, Romance",129,8.1,25057
Mibu gishi den,2002,"Drama, History",143,7.4,5291
In This World,2002,Drama,88,7.3,4345
The Weather Underground,2002,"Documentary, History, War",92,7.5,3736
Dvynės,2002,"Drama, Romance, War",137,7.4,7195
Gone,2002,Thriller,80,7.1,1464
A Decade Under the Influence,2003,Documentary,138,7.6,2787
End of the Century,2003,"Documentary, Biography, Music",110,7.9,3863
Soldier's Girl,2003,"Biography, Crime, Drama",112,7.8,7169
Stoties viršininkas,2003,"Comedy, Drama",89,7.6,72636
Keulraesik,2003,"Drama, Romance",127,7.8,9948
Io non ho paura,2003,"Crime, Drama, Mystery",108,7.4,15457
Šviesos tolumoje,2003,Drama,105,7.6,2089
Blogis,2003,Drama,113,7.7,41365
Reconstruction,2003,"Drama, Romance",92,7.3,7579
Depuis qu'Otar est parti...,2003,Drama,103,7.5,2627
Dviejų seserų istorija,2003,"Drama, Horror, Mystery",114,7.1,67153
Gaz Bar Blues,2003,"Drama, Comedy",115,7.6,1141
Zelary,2003,"Drama, Romance, War",150,7.5,3713
Seni liutai,2003,"Comedy, Drama, Family",111,7.5,60539
Touching the Void,2003,"Documentary, Adventure, Drama",106,8.0,37609
The Corporation,2003,"Documentary, History",145,8.0,21681
Symetria,2003,"Drama, Thriller",99,7.6,3721
Noviembre,2003,"Adventure, Comedy, Drama",104,7.6,4496
Te doy mis ojos,2003,"Drama, Romance",109,7.4,7390
Paanch,2003,"Crime, Thriller",130,7.6,2428
Politiki kouzina,2003,Drama,108,7.5,14741
Os Imortais,2003,"Action, Crime, Drama",130,7.3,1378
Komandoras: tolimoji pasaulio puse,2003,"Action, Adventure, Drama",138,7.5,234110
Blogasis Santa,2003,"Comedy, Crime, Drama",92,7.1,151477
Shabhaye roshan,2003,"Drama, Romance",103,7.7,1395
Drugio efektas,2004,"Drama, Sci-Fi, Thriller",113,7.6,513487
Metallica: Some Kind of Monster,2004,"Documentary, Music",141,7.5,20112
Marmoulak,2004,"Comedy, Drama",115,8.4,22006
Machuca,2004,"Biography, Drama, History",116,7.7,12565
Ab Tak Chhappan,2004,"Crime, Drama",129,7.8,9342
Choristai,2004,"Drama, Music",97,7.8,66102
Mustafa Hakkinda Hersey,2004,"Drama, Thriller",119,7.5,9727
Yesterday,2004,Drama,90,7.5,2465
Lakshya,2004,"Action, Drama, Romance",186,7.8,24901
Papa,2004,Drama,94,7.4,898
Tarsi danguje,2004,"Comedy, Drama, Music",133,7.5,18068
Kinsis,2004,"Biography, Drama, Romance",118,7.1,50647
Nastroyshchik,2004,"Comedy, Crime, Drama",154,7.6,1203
Rejus,2004,"Biography, Drama, Music",152,7.7,155308
Saving Face,2004,"Comedy, Drama, Romance",91,7.4,13112
Nuotakos,2004,"Drama, Romance",128,7.6,4944
Voces inocentes,2004,"Drama, Thriller, War",120,7.8,8110
Silentium,2004,"Crime, Thriller",116,7.5,3481
Kekexili,2004,"Action, Drama",85,7.6,5364
Kakushi ken: Oni no tsume,2004,"Drama, History, Romance",132,7.7,7110
Mémoires affectives,2004,Drama,100,7.4,778
"Ima, ai ni yukimasu",2004,"Drama, Fantasy, Romance",119,7.8,4974
Touch My Girl,2004,Drama,143,6.7,1886
Maraton,2005,"Biography, Drama, Sport",117,7.7,2471
Ichi ritoru no namida,2005,Drama,98,7.8,1332
Italyanets,2005,Drama,90,7.5,3329
Kong que,2005,Drama,136,7.7,1110
Sophie Scholl. Paskutinės dienos,2005,"Biography, Crime, Drama",120,7.6,28420
El violín,2005,"Drama, Music",98,7.7,2582
Futbolo chuliganai,2005,"Crime, Drama, Sport",109,7.4,159463
Graves End,2005,"Thriller, Mystery",90,8.6,6716
"Bučiuok, bučiuok, šauk, šauk",2005,"Comedy, Crime, Mystery",103,7.5,234723
Pakilęs iš pelenų,2005,"Biography, Drama, Romance",144,8.0,195820
Europudingas 2: Rusijos lelytes,2005,"Comedy, Drama, Romance",125,7.0,21149
La neuvaine,2005,Drama,97,7.7,412
Ištikimasis sodininkas,2005,"Drama, Mystery, Romance",129,7.4,147293
Aurore,2005,Drama,115,7.3,1667
Sarkar,2005,"Action, Crime, Drama",124,7.6,17297
Europudingas,2002,"Comedy, Drama, Romance",122,7.3,42469
Le péril jeune,1994,"Comedy, Drama, Romance",101,7.2,3215
Kiniska delione,2013,"Comedy, Drama, Romance",117,6.9,15146
Greičio svajonė,2005,"Biography, Drama, Sport",127,7.8,57539
Didžioji tyla,2005,Documentary,169,7.3,2472
12 and Holding,2005,Drama,95,7.4,7080
Shooting Dogs,2005,"Drama, History, War",115,7.6,11873
The Last Hangman,2005,"Biography, Crime, Drama",90,7.4,5629
Little Manhattan,2005,"Comedy, Family, Romance",84,7.4,24518
The Greatest Game Ever Played,2005,"Biography, Drama, Sport",120,7.4,32906
Gaseirneba Karabaghshi,2005,"Action, Adventure, Drama",105,7.8,968
Parzania,2005,"Drama, History",116,7.5,2436
